protein,bareCaseInlet,bareFidalgoBay,barePortGamble,bareSkokomishRiver,bareWillapaBay,eelgrassCaseInlet,eelgrassFidalgoBay,eelgrassPortGamble,eelgrassSkokomishRiver,eelgrassWillapaBay,goterm,adj.pvalue
CHOYP_ACAA2.1.1|m.30666,3761664.932,2229202.108,3404964.41,5124282.705,3378240.956,4012338.455,3933395.84,3917928.5,13010774.8,3901193.275,GO:0003988,0.037300493
CHOYP_BRAFLDRAFT_119799.1.1|m.23765,16912944.38,7026614.692,11406515.28,9132546.913,15500726.55,18193408.17,20682162.92,9272616.636,45500778.44,8230445.583,GO:0000302,0.005291969
CHOYP_BRAFLDRAFT_122807.1.1|m.3729,4431765.887,2189956.911,3216233.571,5034255.772,2522843.51,4695054.068,3963163.635,4429169.964,10271747.11,3157998.717,GO:0004791,0.131083702
CHOYP_BRAFLDRAFT_275870.1.1|m.12895,4552332.541,1707743.164,2350984.982,4225069.028,2791371.524,4112155.515,2578062.545,3270187.953,12202258.95,3291952.125,GO:0000287,0.389452126
CHOYP_CAH2.1.1|m.42306,13779365.52,16867047.63,18082866.9,9700193.044,22831694.45,19484986.96,34944558.03,19139950.6,77735444.2,20169974.75,GO:0004089,0.001546322
CHOYP_CATA.1.3|m.11120,9914400.819,4763805.288,7881726.486,11329538.92,9190389.754,11400989.02,7345754.493,8730928.186,35414459.31,5436561.738,GO:0004096,0.033534055
CHOYP_CATA.3.3|m.21642,9344422.626,4502993.811,6048531.515,9612534.314,10493958,9860178.839,7042276.547,7776368.194,27026403.91,5390130.826,GO:0004096,0.398801527
CHOYP_G6PD.2.2|m.46923,2752127.802,1528454.43,3250548.488,4166863.217,2788955.16,4328656.725,2543474.839,3472033.271,11334363.36,2387089.447,GO:0004345,0.440328686
CHOYP_HS12A.25.33|m.60352,5446639.6,2268811.5,3044161.672,7407038.034,4581701.038,4768843.172,3090594.942,4621658.894,13458495.53,3773318.451,GO:0005524,0.233775117
CHOYP_HSP74.1.1|m.13095,42447766.35,34720537.92,32938624.13,66332720.3,38944436.32,54291556.53,59226647.67,45849325.97,150655470.2,37018033.15,GO:0005524,0.096218556
CHOYP_LOC100633041.1.1|m.35428,4745560.269,3098240.447,4327493.923,9295178.852,8202301.219,5064563.207,6427183.816,5746942.048,24545666.45,6090347.624,GO:0003957,0.045966359
CHOYP_LOC100883864.1.1|m.41791,4176811.747,2654978.324,4349615.264,5124408.892,4359525.037,5192952.237,4879818.541,4810418.561,13688298.56,3569493.132,GO:0001666,0.080011148
CHOYP_MRP1.5.10|m.34368,2114325.217,706634.1471,1775905.062,3474194.538,1486102.221,3362445.093,1142929.381,1703486.093,6260728.081,1111951.646,GO:0005324,0.01092948
CHOYP_PDIA1.1.1|m.5297,36751705.52,16823597.08,32701165.7,45537006.17,25386923.36,34543360.85,36176004.41,34351414.98,108791796.9,28778335.98,GO:0003756,0.060363056
CHOYP_PDIA3.1.1|m.60223,14843539.82,10556891.94,13222760.78,18649226.58,15438103.47,17662166.8,18148643.48,17751216.61,72644469.09,11331095.74,GO:0003756,0.552081987
CHOYP_PSA.1.1|m.27259,5922099.923,3162915.455,5180596.531,6093676.518,4020508.413,7055687.282,4938202.57,6259472.658,14563528.07,3995693.122,GO:0004177,0.005164948
